"Title","","Location"
"""Making an Impact,"" Gokul Rajaram/Square","Mon,  27 Oct 2014 17:30 CDT","GDC 2.216"
"CS Roadshow GM #1","Mon,  27 Oct 2014 19:00 CDT",""
