"CS312 Scott - Community Meeting","Mon,  20 Oct 2014 17:00 CDT","","Room: GDC 6.516"
"Registrar - UGTA Meetings SDS 302 ","Mon,  20 Oct 2014 17:00 CDT","","Room: GDC 2.402"
"Registrar - CELLULAR & MOLECULAR NUTRITION","Mon,  20 Oct 2014 17:00 CDT","","Room: GDC 4.302"
"Registrar - CH 302 Office Hours ","Mon,  20 Oct 2014 17:00 CDT","","Room: GDC 2.210"
"Registrar - SI Discussion Section ","Mon,  20 Oct 2014 17:00 CDT","","Room: GDC 6.202"
"cs347 Extension","Mon,  20 Oct 2014 17:30 CDT","","Room: GDC 1.304"
"Registrar - Lower-Division Study Sessions ","Mon,  20 Oct 2014 17:30 CDT","","Room: GDC 1.406"
"UTCS Study Hall (ACM)","Mon,  20 Oct 2014 18:00 CDT","","Room: GDC 2.410"
"UTCS Study Hall (ACM)","Mon,  20 Oct 2014 18:00 CDT","","Room: GDC 2.402"
"CS 341 Automata Theory Problem Session","Mon,  20 Oct 2014 18:00 CDT","","Room: GDC 6.302"
"ISSS General Meeting","Mon,  20 Oct 2014 18:00 CDT","","Room: GDC 5.302"
"M 340L-CS Tutoring Session","Mon,  20 Oct 2014 18:00 CDT","","Room: GDC 6.202"
"Registrar - CS Development Workshops ","Mon,  20 Oct 2014 19:00 CDT","","Room: GDC 2.210"
