Semester CCYYS: 20149
Field of Study: all Fields of Study
This is a tab delimited text file. Please open in EXCEL.
The last field is a data check field. All the records should have a # sign in the last field. If not, data has been lost.
---
CCYYS	CSN	UNQ	FOS	CNBR	TPC	TITLE	CANC	INC	INST NAME	INST EID	ANCL	CLMT	SEATS TKN	12THDAY	TOT ANCL	TOT CLMT	TOT SEATS TKN	TOT 12THDAY	TYPE	MODE	PGM CODE	FLAGS	#XLISTGS	XLISTG INFO	SM-AS HM	M-SEC HM	#TL	DAYS1	FROM T1	TO T1	BLDG1	RM1	CAP1	GPC1	TL NOTES 1	DAYS2	FROM T2	TO T2	BLDG2	RM2	CAP2	GPC2	TL NOTES 2	DAYS3	FROM T3	TO T3	BLDG3	RM3	CAP3	GPC3	TL NOTES 3	STD1	STD2	STD3	STD4	STD5	STD6	STD7	STD8	STD9	STD10	STD11	STD12	STD13	STD14	STD15	STD16	STD17	STD18	SCH COMM	DEPT COMM	LUPD T	LUPD ID	DATA CHECK	
20149	103897	21210	ART	 317C		TRANSMEDIA: PERFORMNC ART I			SMITH, M	smithm10	13	18	12	12	13	18	12	12	LAB	FACEFACE			0				1	TTH	2:00 pm	6:00 pm	ART	3.206	25								0								0																							10/27/2014	NRNW0291	#	
20149	103898	21215	ART	 317K		BEGINNING PHOTOGRAPHY			BROOKS, L	lpb435	15	15	13	13	15	15	13	13	LAB	FACEFACE			0				1	MW	8:00 am	12:00 noon	ART	2.204	15								0								0																							10/27/2014	NRNW0291	#	
20149	103899	21220	ART	 317K		BEGINNING PHOTOGRAPHY			BROOKS, L	lpb435	14	15	13	13	14	15	13	13	LAB	FACEFACE			0				1	MW	6:00 pm	10:00 pm	ART	2.204	15								0								0																							10/27/2014	NRNW0291	#	
20149	103900	21225	ART	 318C		TRANSMEDIA: DIGTL TIME-ART I			PERZYNSKI, B	bpp55	13	14	14	14	13	14	14	14	LAB	FACEFACE			0				1	MW	8:00 am	12:00 noon	ART	3.202	16								0								0																							10/27/2014	NRNW0291	#	
20149	103901	21230	ART	 319G		BEGIN PRINTMAKING: SERIGRAPHY			HIGH, T	hightg	16	16	16	16	16	16	16	16	LAB	FACEFACE			0				1	MW	2:00 pm	6:00 pm	ART	2.316	25								0								0																							10/27/2014	NRNW0291	#	
20149	103902	21235	ART	 319K		BEGIN PRINTMAKING: INTAGLIO			CHESNEY, L	lrc75	15	16	15	15	15	16	15	15	LAB	FACEFACE			0				1	TTH	8:00 am	12:00 noon	ART	2.210	25								0								0																							10/27/2014	NRNW0291	#	
20149	103904	21240	ART	 319M		BEGIN PRINTMAKING: LITHOGRAPHY			CHESNEY, L	lrc75	12	7	5	5	24	18	15	16	LAB	FACEFACE			2	21240 ART  319M; 21325 ART  325M (RS); 21440 ART  365M (RS);			1	TTH	2:00 pm	6:00 pm	ART	2.308	25								0								0																							10/27/2014	NRNW0291	#	
20149	115018	21243	ART	 319T		MODEL, 3-D SCAN & DIGITAL FABR			MCMASTER, R	rem3293	11	11	11	11	15	15	14	14	LAB	FACEFACE			1	21243 ART  319T; 21513 ART  390 (RS);			1	TTH	8:00 am	12:00 noon	ART	2.402	25								0								0																		A					10/27/2014	NRNW0291	#	
20149	103906	21245	ART	 319T		TWO-DIMENSIONAL ANIMATION			DAUGHERTY, N	nd358	20	16	16	16	20	16	16	16	LAB	FACEFACE			0				1	TTH	2:00 pm	6:00 pm	ART	1.202	23								0								0																		A					10/27/2014	NRNW0291	#	
20149	103908	21250	ART	 320K		DRAWING-NONMAJOR			BUCHANAN, J	jb965	14	17	16	16	16	19	18	18	LAB	FACEFACE			1	21250 ART  320K; 21270 ART  320L (RS);			1	TTH	2:00 pm	6:00 pm	ART	4.206	25								0								0																		A					10/27/2014	NRNW0291	#	
20149	103909	21255	ART	 320K		DRAWING-NONMAJOR			BUCHANAN, J	jb965	13	17	15	16	15	19	17	18	LAB	FACEFACE			1	21255 ART  320K; 21275 ART  320L (RS);			1	TTH	8:00 am	12:00 noon	ART	4.206	25								0								0																		A					10/27/2014	NRNW0291	#	
20149	103910	21260	ART	 320K		PAINTING-NONMAJOR	A				16	17	0	0	17	19	0	0	LAB	FACEFACE			1	21260 ART  320K; 21280 ART  320L (RS);			1	MW	2:00 pm	6:00 pm	ART	4.210	20								0								0																		A					10/27/2014	NRNW0291	#	
20149	103911	21265	ART	 320K		PRINTMAKING-NONMAJOR	A		CHESNEY, L	lrc75	14	15	0	0	16	17	0	0	LAB	FACEFACE			1	21265 ART  320K; 21285 ART  320L (RS);			1	TTH	6:00 pm	10:00 pm	ART	2.210	25								0								0																		A					10/27/2014	NRNW0291	#	
20149	103913	21270	ART	 320L		DRAWING-NONMAJOR			BUCHANAN, J	jb965	2	2	2	2	16	19	18	18	LAB	FACEFACE			1	21250 ART  320K (RS); 21270 ART  320L;			1	TTH	2:00 pm	6:00 pm	ART	4.206	25								0								0																		A					10/27/2014	NRNW0291	#	
20149	103914	21275	ART	 320L		DRAWING-NONMAJOR			BUCHANAN, J	jb965	2	2	2	2	15	19	17	18	LAB	FACEFACE			1	21255 ART  320K (RS); 21275 ART  320L;			1	TTH	8:00 am	12:00 noon	ART	4.206	25								0								0																		A					10/27/2014	NRNW0291	#	
20149	103915	21280	ART	 320L		PAINTING-NONMAJOR	A				1	2	0	0	17	19	0	0	LAB	FACEFACE			1	21260 ART  320K (RS); 21280 ART  320L;			1	MW	2:00 pm	6:00 pm	ART	4.210	20								0								0																		A					10/27/2014	NRNW0291	#	
20149	103916	21285	ART	 320L		PRINTMAKING-NONMAJOR	A		CHESNEY, L	lrc75	2	2	0	0	16	17	0	0	LAB	FACEFACE			1	21265 ART  320K (RS); 21285 ART  320L;			1	TTH	6:00 pm	10:00 pm	ART	2.210	25								0								0																		A					10/27/2014	NRNW0291	#	
20149	103917	21290	ART	 321K		PAINTING II			WALDREP-APPL, L	lrw257	17	18	17	18	17	18	17	18	LAB	FACEFACE			0				1	MW	8:00 am	12:00 noon	ART	4.210	20								0								0																							10/27/2014	NRNW0291	#	
20149	103918	21295	ART	 321K		PAINTING II			CANRIGHT, S	sac777	15	18	19	18	15	18	19	18	LAB	FACEFACE			0				1	TTH	8:00 am	12:00 noon	ART	4.210	20								0								0																							10/27/2014	NRNW0291	#	
20149	103919	21300	ART	 322K		INTERMEDIATE DRAWING			ALLEN, B	allenbs	12	16	15	15	18	18	17	17	LAB	FACEFACE			1	21300 ART  322K; 21450 ART  368N (RS);			1	MW	2:00 pm	6:00 pm	ART	4.206	25								0								0										A													10/27/2014	NRNW0291	#	
20149	103921	21305	ART	 323K		INTERMEDIATE SCULPTURE			WILLIAMS, J	jw32593	8	9	8	8	16	16	15	15	LAB	FACEFACE			1	21305 ART  323K; 21420 ART  363K (RS);			1	TTH	8:00 am	12:00 noon	ART	2.428	8								0								0										A													10/27/2014	NRNW0291	#	
20149	103922	21310	ART	 323S		INSTALLATION SCULPTURE			SAWYER, M	sawyerml	10	12	10	10	11	16	11	11	LAB	FACEFACE			1	21310 ART  323S; 21425 ART  363S (RS);			1	MW	8:00 am	12:00 noon	ART	2.428	8								0								0										A													10/27/2014	NRNW0291	#	
20149	103924	21315	ART	 325G		INT PRINTMAKING: SERIGRAPHY			HIGH, T	hightg	9	9	6	6	15	16	8	8	LAB	FACEFACE			1	21315 ART  325G; 21430 ART  365G (RS);			1	MW	8:00 am	12:00 noon	ART	2.316	25								0								0																							10/27/2014	NRNW0291	#	
20149	103925	21320	ART	 325K		INT PRINTMAKING: INTAGLIO			URBAN, J	ju944	8	10	10	10	14	16	13	13	LAB	FACEFACE			1	21320 ART  325K; 21435 ART  365K (RS);			1	TTH	2:00 pm	6:00 pm	ART	2.210	25								0								0																							10/27/2014	NRNW0291	#	
20149	113121	21325	ART	 325M		INT PRINTMAKING: LITHOGRAPHY			CHESNEY, L	lrc75	7	7	6	7	24	18	15	16	LAB	FACEFACE			2	21240 ART  319M (RS); 21325 ART  325M; 21440 ART  365M (RS);			1	TTH	2:00 pm	6:00 pm	ART	2.308	25								0								0																							10/27/2014	NRNW0291	#	
20149	103926	21335	ART	 334K		DIGITAL PHOTOGRAPHY			HUBBARD, T	hubbardt	11	12	10	10	11	12	10	10	LAB	FACEFACE		ETHLDSHP	0				1	TTH	2:00 pm	6:00 pm	ART	2.204	15								0								0																							10/27/2014	NRNW0291	#	
20149	103927	21330	ART	 334K		DIGITAL PHOTOGRAPHY			HUBBARD, T	hubbardt	12	12	8	8	12	12	8	8	LAB	FACEFACE		ETHLDSHP	0				1	TTH	8:00 am	12:00 noon	ART	2.204	15								0								0																							10/27/2014	NRNW0291	#	
20149	103928	21340	ART	 335K		INTERMEDIATE PHOTOGRAPHY			COLLETTE, A	ac56798	12	11	11	11	15	15	15	15	LAB	FACEFACE			1	21340 ART  335K; 21460 ART  372K (RS);			1	MW	2:00 pm	6:00 pm	ART	2.204	15								0								0										A													10/27/2014	NRNW0291	#	
20149	113338	21345	ART	 336V		TRANSMEDIA: VIDEO ART II			LUCAS, K	kl727	8	10	8	8	16	14	12	11	LAB	FACEFACE			1	21345 ART  336V; 21400 ART  356V (RS);			1	TTH	2:00 pm	6:00 pm	ART	3.202	16								0								0																							10/27/2014	NRNW0291	#	
20149	103929	21350	ART	 337C		TRANSMEDIA: PERFORMANCE ART II			SMITH, M	smithm10	4	14	10	11	7	18	12	13	LAB	FACEFACE			1	21350 ART  337C; 21405 ART  357C (RS);			1	TTH	6:00 pm	10:00 pm	ART	3.206	25								0								0																							10/27/2014	NRNW0291	#	
20149	103930	21355	ART	 338C		TRANSMEDIA: DIGTL TIME-ART II			PERZYNSKI, B	bpp55	5	10	10	10	9	14	11	11	LAB	FACEFACE			1	21355 ART  338C; 21410 ART  358C (RS);			1	MW	2:00 pm	6:00 pm	ART	3.202	16								0								0										A													10/27/2014	NRNW0291	#	
20149	103931	21360	ART	 341K		PAINTING III			MOGAVERO, M	nov4	13	18	17	18	13	18	17	18	LAB	FACEFACE			0				1	TTH	8:00 am	12:00 noon	ART	4.216	20								0								0																							10/27/2014	NRNW0291	#	
20149	103932	21365	ART	 341K		PAINTING III			YANCEY, J	yanceyja	17	18	16	15	17	18	16	15	LAB	FACEFACE			0				1	MW	2:00 pm	6:00 pm	ART	4.216	20								0								0																							10/27/2014	NRNW0291	#	
20149	113124	21370	ART	 341K		PAINTING III	A				17	17	0	0	17	17	0	0	LAB	FACEFACE			0				1	TTH	2:00 pm	6:00 pm	ART	4.210	20								0								0																							10/27/2014	NRNW0291	#	
20149	103933	21375	ART	 346K		INTERMEDIATE LIFE DRAWING			PARSONS, B	bp22664	16	16	16	16	16	18	18	18	LAB	FACEFACE			1	21375 ART  346K; 21445 ART  366K (RS);			1	TTH	8:00 am	12:00 noon	ART	4.220	20								0								0										A													10/27/2014	NRNW0291	#	
20149	113823	21380	ART	 350		PHILOSOPHY/THEORY/CRITICISM			CHILES, E	ejc727	15	15	15	14	15	15	15	14	LECTURE	FACEFACE		ETHLDSHP	0				1	MW	12:30 pm	2:00 pm	ART	1.202A	20								0								0																							10/27/2014	NRNW0291	#	
20149	113825	21385	ART	 350		PHILOSOPHY/THEORY/CRITICISM			CHILES, E	ejc727	15	14	14	14	15	14	14	14	LECTURE	FACEFACE		ETHLDSHP	0				1	TTH	12:30 pm	2:00 pm	ART	1.202A	20								0								0																							10/27/2014	NRNW0291	#	
20149	103934	21390	ART	 355		ARTISTS BOOKS AS OBJECTS			FERNANDEZ, S	sf2677	17	18	18	18	17	18	18	18	LAB	FACEFACE			0				1	MW	2:00 pm	6:00 pm	ART	2.308	25								0								0																		A					10/27/2014	NRNW0291	#	
20149	103935	21395	ART	 355		RELIEF PRINTMAKING METHODS			FERNANDEZ, S	sf2677	16	16	11	11	16	16	11	11	LAB	FACEFACE			0				1	MW	8:00 am	12:00 noon	ART	2.210	25								0								0																		A					10/27/2014	NRNW0291	#	
20149	113357	21400	ART	 356V		TRANSMEDIA: VIDEO ART III			LUCAS, K	kl727	8	4	4	3	16	14	12	11	LAB	FACEFACE		INDPINQY	1	21345 ART  336V (RS); 21400 ART  356V;			1	TTH	2:00 pm	6:00 pm	ART	3.202	16								0								0																							10/27/2014	NRNW0291	#	
20149	103936	21405	ART	 357C		TRANSMEDIA: PERFORMNC ART III			SMITH, M	smithm10	3	4	2	2	7	18	12	13	LAB	FACEFACE		INDPINQY	1	21350 ART  337C (RS); 21405 ART  357C;			1	TTH	6:00 pm	10:00 pm	ART	3.206	25								0								0																							10/27/2014	NRNW0291	#	
20149	103937	21410	ART	 358C		TRANSMEDIA: DIGTL TIME-ART III			PERZYNSKI, B	bpp55	4	4	1	1	9	14	11	11	LAB	FACEFACE		INDPINQY	1	21355 ART  338C (RS); 21410 ART  358C;			1	MW	2:00 pm	6:00 pm	ART	3.202	16								0								0										A													10/27/2014	NRNW0291	#	
20149	103938	21415	ART	 361K		PAINTING IV			BRAUNTUCH, T	tdb369	18	17	17	17	18	17	17	17	LAB	FACEFACE		INDPINQY	0				1	TTH	2:00 pm	6:00 pm	ART	4.418	25								0								0										A													10/27/2014	NRNW0291	#	
20149	103939	21420	ART	 363K		ADVANCED SCULPTURE			WILLIAMS, J	jw32593	8	7	7	7	16	16	15	15	LAB	FACEFACE		INDPINQY	1	21305 ART  323K (RS); 21420 ART  363K;			1	TTH	8:00 am	12:00 noon	ART	2.428	8								0								0										A													10/27/2014	NRNW0291	#	
20149	103940	21425	ART	 363S		ADV INSTALLATION SCULPTURE			SAWYER, M	sawyerml	1	4	1	1	11	16	11	11	LAB	FACEFACE		INDPINQY	1	21310 ART  323S (RS); 21425 ART  363S;			1	MW	8:00 am	12:00 noon	ART	2.428	8								0								0										A													10/27/2014	NRNW0291	#	
20149	103942	21430	ART	 365G		ADV PRINTMAKING: SERIGRAPHY			HIGH, T	hightg	6	7	2	2	15	16	8	8	LAB	FACEFACE		INDPINQY	1	21315 ART  325G (RS); 21430 ART  365G;			1	MW	8:00 am	12:00 noon	ART	2.316	25								0								0																							10/27/2014	NRNW0291	#	
20149	103943	21435	ART	 365K		ADV PRINTMAKING: INTAGLIO			URBAN, J	ju944	6	6	3	3	14	16	13	13	LAB	FACEFACE		INDPINQY	1	21320 ART  325K (RS); 21435 ART  365K;			1	TTH	2:00 pm	6:00 pm	ART	2.210	25								0								0																							10/27/2014	NRNW0291	#	
20149	113354	21440	ART	 365M		ADV PRINTMAKING: LITHOGRAPHY			CHESNEY, L	lrc75	5	4	4	4	24	18	15	16	LAB	FACEFACE		INDPINQY	2	21240 ART  319M (RS); 21325 ART  325M (RS); 21440 ART  365M;			1	TTH	2:00 pm	6:00 pm	ART	2.308	25								0								0																							10/27/2014	NRNW0291	#	
20149	103944	21445	ART	 366K		ADVANCED LIFE DRAWING			PARSONS, B	bp22664	0	2	2	2	16	18	18	18	LAB	FACEFACE			1	21375 ART  346K (RS); 21445 ART  366K;			1	TTH	8:00 am	12:00 noon	ART	4.220	20								0								0										A													10/27/2014	NRNW0291	#	
20149	103945	21450	ART	 368N		ADVANCED DRAWING			ALLEN, B	allenbs	6	2	2	2	18	18	17	17	LAB	FACEFACE			1	21300 ART  322K (RS); 21450 ART  368N;			1	MW	2:00 pm	6:00 pm	ART	4.206	25								0								0										A													10/27/2014	NRNW0291	#	
20149	113826	21455	ART	 370S		SENIOR SEMINAR IN ART			SUTHERLAND, D	dds72	18	18	18	18	18	18	18	18	SEMINAR	FACEFACE			0				1	W	6:00 pm	9:00 pm	ART	3.433	21								0								0																							10/27/2014	NRNW0291	#	
20149	103947	21460	ART	 372K		ADVANCED PHOTOGRAPHY			COLLETTE, A	ac56798	3	4	4	4	15	15	15	15	LAB	FACEFACE		INDPINQY	1	21340 ART  335K (RS); 21460 ART  372K;			1	MW	2:00 pm	6:00 pm	ART	2.204	15								0								0										A													10/27/2014	NRNW0291	#	
20149	103948	21465	ART	 376		INDEPENDENT STUDY: STUDIO ART					1	2	2	2	1	2	2	2	INDEPEND	FACEFACE			0				0						0								0								0															A					A			10/27/2014	NRNW0291	#	
20149	103949	21470	ART	 379S		GAME DEVEL CAPSTONE: 2D GAMES			TOPRAC, P	topracpk	3	7	3	3	21	20	30	30	LECTURE	FACEFACE			4	08745 RTF  344N (SSA); 21470 ART  379S; 22455 MUS  376J (SSA); 26680 T D  354T (SSA); 53080 C S  354S (SSA);	53080		2	MF	12:30 pm	2:00 pm	GDC	6.202	35	X		W	6:00 pm	9:00 pm	GDC	6.202	35	X							0										A								A					10/27/2014	NRNW0291	#	
20149	103950	21475	ART	 379S		GAME DEVELOPMENT 2D	A				0	4	0	0	0	4	0	0	LECTURE	FACEFACE			0				0						0								0								0			A															A					10/27/2014	NRNW0291	#	
20149	103953	21480	ART	 380		CRITIQUE IN STUDIO ART			COLLETTE, A	ac56798	8	15	10	10	8	15	10	10	SEMINAR	FACEFACE			0				1	M	6:00 pm	10:00 pm	ART	2.208	21								0								0																				A			10/27/2014	NRNW0291	#	
20149	103954	21485	ART	 380		CRITIQUE IN STUDIO ART			BRAUNTUCH, T	tdb369	10	14	8	8	10	14	8	8	SEMINAR	FACEFACE			0				1	T	6:00 pm	10:00 pm	ART	2.208	21								0								0																				A			10/27/2014	NRNW0291	#	
20149	103955	21490	ART	 380		CRITIQUE IN STUDIO ART			STONEY, J	js9369	10	12	13	11	10	12	13	11	SEMINAR	FACEFACE			0				1	W	6:00 pm	10:00 pm	ART	2.208	21								0								0																				A			10/27/2014	NRNW0291	#	
20149	103956	21495	ART	 381		GRAD INDEP STUDY IN STU CONCEN					36	85	32	30	36	85	32	30	INDEPEND	FACEFACE			0				0						0								0								0			A																	A			10/27/2014	NRNW0291	#	
20149	103957	21500	ART	 681		GRAD INDEP STUDY IN STU CONCEN	A				0	30	0	0	0	30	0	0	INDEPEND	FACEFACE			0				0						0								0								0			A																	A			10/27/2014	NRNW0291	#	
20149	103958	21505	ART	 383		GRAD INDP STD OUTSIDE STU CONC					1	30	3	3	1	30	3	3	INDEPEND	FACEFACE			0				0						0								0								0			A																	A			10/27/2014	NRNW0291	#	
20149	103959	21510	ART	 384F		MASTER OF FINE ARTS FORUM			HAUFT, A	ah38729	9	10	9	9	9	10	9	9	SEMINAR	FACEFACE			0				1	F	9:00 am	12:00 noon	ART	1.202A	20								0								0																							10/27/2014	NRNW0291	#	
20149	115019	21513	ART	 390		MODEL, 3-D SCAN & DIGITAL FABR			MCMASTER, R	rem3293	4	4	3	3	15	15	14	14	LAB	FACEFACE			1	21243 ART  319T (RS); 21513 ART  390;			1	TTH	8:00 am	12:00 noon	ART	2.402	25								0								0																		A					10/27/2014	NRNW0291	#	
20149	103960	21515	ART	 398R		MASTER'S REPORT					0	999	0	0	0	999	0	0	THESIS	FACEFACE			0				0						0								0								0														A									10/27/2014	NRNW0291	#	
20149	103961	21520	ART	 398S		MASTER'S EXHIBITION					0	999	0	0	0	999	0	0	THESIS	FACEFACE			0				0						0								0								0														A									10/27/2014	NRNW0291	#	
20149	113977	13580	ASE	 301		INTRO TO COMPUTER PROGRAMMING			AGGARWAL, A	aa47367	90	100	104	108	90	100	104	108	LECTURE	FACEFACE			0				1	MWF	9:00 am	10:00 am	CAL	100	144	X							0								0																							10/27/2014	NRNW0291	#	
20149	102469	13585	ASE	 102		INTRO TO AEROSPACE ENGINEERING			CLEMENS, N	clemens	121	120	108	108	121	120	108	108	LECTURE	FACEFACE			0				1	TH	2:00 pm	3:00 pm	WRW	102	122	X							0								0																A							10/27/2014	NRNW0291	#	
20149	114730	13590	ASE	 211K		ENGINEERING COMPUTATION			MATTIS, S	sam3949	50	75	53	53	50	75	53	53	LECTURE	FACEFACE			0				1	MW	11:00 am	12:00 noon	JGB	2.218	89	X							0								0																							10/27/2014	NRNW0291	#	
20149	102471	13595	ASE	 119K		LOW-SPEED AERODYNAMICS LAB			STEFANI, F	stefanif	59	100	70	70	59	100	70	70	LAB	FACEFACE			0				1	M	3:00 pm	4:00 pm	WRW	102	122	X							0								0												A											10/27/2014	NRNW0291	#	
20149	102472	13600	ASE	 119L		HIGH-SPEED AERODYNAMICS LAB			COMBS, C	csc2293	34	80	29	29	34	80	29	29	LAB	FACEFACE			0				1	W	3:00 pm	4:00 pm	WRW	102	122	X							0								0												A											10/27/2014	NRNW0291	#	
20149	102473	13605	ASE	 119M		SPACECRAFT SYSTEMS LABORATORY			BRENNAN, M	mjb3259	16	13	13	13	29	28	27	27	LAB	FACEFACE			1	13605 ASE  119M; 13610 ASE  119M (MS);		13610	2	W	3:00 pm	4:30 pm	WRW	113	56	X		M	4:00 pm	5:30 pm	WRW	209	18								0																							10/27/2014	NRNW0291	#	
20149	102474	13610	ASE	 119M		SPACECRAFT SYSTEMS LABORATORY			BRENNAN, M	mjb3259	13	15	14	14	44	28	27	27	LAB	FACEFACE			2	13605 ASE  119M (MS); 13610 ASE  119M; 13615 ASE  119M (MS);		13610	2	W	3:00 pm	4:30 pm	WRW	113	56	X		M	5:30 pm	7:00 pm	WRW	209	18								0																							10/27/2014	NRNW0291	#	
20149	102475	13615	ASE	 119M		SPACECRAFT SYSTEMS LABORATORY	A		BRENNAN, M	mjb3259	15	0	0	0	28	15	14	14	LAB	FACEFACE			1	13610 ASE  119M (MS); 13615 ASE  119M;		13615	2	W	3:00 pm	4:00 pm	WRW	113	56	X		M	7:00 pm	8:30 pm	WRW	209	18								0																							10/27/2014	NRNW0291	#	
20149	102476	13620	ASE	 119N		FLIGHT DYNAMICS LABORATORY			HATTEN, N	nah444	56	56	13	13	56	56	13	13	LAB	FACEFACE			0				1	M	3:00 pm	4:00 pm	WRW	113	56	X							0								0												A											10/27/2014	NRNW0291	#	
20149	102477	13625	ASE	 320		LOW-SPEED AERODYNAMICS			TINNEY, C	ct8879	58	122	81	82	58	122	81	82	LECTURE	FACEFACE			0				1	TTH	9:30 am	11:00 am	WRW	102	122	X							0								0																							10/27/2014	NRNW0291	#	
20149	102478	13635	ASE	 324L		AEROSPACE MATERIALS LABORATORY			HUANG, R	huangr6	10	12	12	12	50	60	56	57	LAB	FACEFACE			4	13635 ASE  324L; 13640 ASE  324L (MS); 13645 ASE  324L (MS); 13650 ASE  324L (MS); 13630 ASE  324L (MS);		13630	2	MW	9:00 am	10:00 am	ECJ	1.204	70	X		W	2:00 pm	5:00 pm	WRW	5W	20								0																							10/27/2014	NRNW0291	#	
20149	102479	13640	ASE	 324L		AEROSPACE MATERIALS LABORATORY			HUANG, R	huangr6	10	12	11	11	50	60	56	57	LAB	FACEFACE			4	13635 ASE  324L (MS); 13640 ASE  324L; 13645 ASE  324L (MS); 13650 ASE  324L (MS); 13630 ASE  324L (MS);		13630	2	MW	9:00 am	10:00 am	ECJ	1.204	70	X		T	3:30 pm	6:30 pm	WRW	5W	20								0																							10/27/2014	NRNW0291	#	
20149	102480	13645	ASE	 324L		AEROSPACE MATERIALS LABORATORY			HUANG, R	huangr6	10	12	10	10	50	60	56	57	LAB	FACEFACE			4	13635 ASE  324L (MS); 13640 ASE  324L (MS); 13645 ASE  324L; 13650 ASE  324L (MS); 13630 ASE  324L (MS);		13630	2	MW	9:00 am	10:00 am	ECJ	1.204	70	X		TH	3:30 pm	6:30 pm	WRW	5W	20								0																							10/27/2014	NRNW0291	#	
20149	102481	13650	ASE	 324L		AEROSPACE MATERIALS LABORATORY			HUANG, R	huangr6	10	12	11	12	50	60	56	57	LAB	FACEFACE			4	13635 ASE  324L (MS); 13640 ASE  324L (MS); 13645 ASE  324L (MS); 13630 ASE  324L (MS); 13650 ASE  324L;		13630	2	MW	9:00 am	10:00 am	ECJ	1.204	70	X		W	5:00 pm	8:00 pm	WRW	5W	20								0																							10/27/2014	NRNW0291	#	
20149	102482	13630	ASE	 324L		AEROSPACE MATERIALS LABORATORY			HUANG, R	huangr6	10	12	12	12	50	60	56	57	LAB	FACEFACE			4	13630 ASE  324L; 13635 ASE  324L (MS); 13640 ASE  324L (MS); 13645 ASE  324L (MS); 13650 ASE  324L (MS);		13630	2	MW	9:00 am	10:00 am	ECJ	1.204	70	X		M	2:00 pm	5:00 pm	WRW	5W	20								0																							10/27/2014	NRNW0291	#	
20149	102483	13655	ASE	 325LX		COOPERATIVE ENGINEERING	A				0	999	0	0	0	999	0	0	PRACTICM	CORRESP			0				0						0								0								0			A																	A			10/27/2014	NRNW0291	#	
20149	102484	13660	ASE	 325LY		COOPERATIVE ENGINEERING	A				0	999	0	0	0	999	0	0	PRACTICM	CORRESP			0				0						0								0								0			A																	A			10/27/2014	NRNW0291	#	
20149	102485	13665	ASE	 325LZ		COOPERATIVE ENGINEERING	A				0	999	0	0	0	999	0	0	PRACTICM	CORRESP			0				0						0								0								0			A																	A			10/27/2014	NRNW0291	#	
20149	102486	13670	ASE	 225MA		COOPERATIVE ENGINEERING					0	999	1	1	0	999	1	1	PRACTICM	CORRESP			0				0						0								0								0												A											10/27/2014	NRNW0291	#	
20149	102487	13675	ASE	 225MB		COOPERATIVE ENGINEERING	A				0	999	0	0	0	999	0	0	PRACTICM	CORRESP			0				0						0								0								0												A											10/27/2014	NRNW0291	#	
20149	102488	13680	ASE	 125N		COOPERATIVE ENGINEERING	A				0	999	0	0	0	999	0	0	PRACTICM	CORRESP			0				0						0								0								0																				A			10/27/2014	NRNW0291	#	
20149	102489	13685	ASE	 128		AEROSPACE ENGR PROJECTS LAB					56	56	50	19	56	56	50	19	INDEPEND	FACEFACE			0				1	F	4:00 pm	7:00 pm	WRW	113	56	X							0								0															A	A				A			10/27/2014	NRNW0291	#	
20149	102490	13690	ASE	 128		AEROSPACE ENGR PROJECTS LAB					21	24	13	12	21	24	13	12	INDEPEND	FACEFACE			0				1	F	4:00 pm	7:00 pm	WRW	312	24								0								0															A	A				A			10/27/2014	NRNW0291	#	
20149	102491	13695	ASE	 330M		LINEAR SYSTEM ANALYSIS			ACIKMESE, B	ba8247	64	100	85	85	64	100	85	85	LECTURE	FACEFACE			0				1	TTH	11:00 am	12:30 pm	WRW	102	122	X							0								0																							10/27/2014	NRNW0291	#	
20149	102492	13700	ASE	 333T		ENGINEERING COMMUNICATION			DEMONT, B	bld253	18	18	16	16	72	70	67	69	LECTURE	FACEFACE		ETHLDSHP; WRITCRSE	3	13700 ASE  333T; 13705 ASE  333T (MS); 13715 ASE  333T (MS); 13710 ASE  333T (MS);		13715	2	MWF	10:00 am	11:00 am	NOA	1.126	95	X		T	8:30 am	9:30 am	RLM	5.112	30	X							0																							10/27/2014	NRNW0291	#	
20149	102493	13705	ASE	 333T		ENGINEERING COMMUNICATION			DEMONT, B	bld253	18	17	17	18	72	70	67	69	LECTURE	FACEFACE		ETHLDSHP; WRITCRSE	3	13700 ASE  333T (MS); 13705 ASE  333T; 13715 ASE  333T (MS); 13710 ASE  333T (MS);		13715	2	MWF	10:00 am	11:00 am	NOA	1.126	95	X		TH	8:30 am	9:30 am	RLM	5.112	30	X							0																							10/27/2014	NRNW0291	#	
20149	102495	13715	ASE	 333T		ENGINEERING COMMUNICATION			DEMONT, B	bld253	18	18	17	17	72	70	67	69	LECTURE	FACEFACE		ETHLDSHP; WRITCRSE	3	13700 ASE  333T (MS); 13705 ASE  333T (MS); 13710 ASE  333T (MS); 13715 ASE  333T;		13715	2	MWF	10:00 am	11:00 am	NOA	1.126	95	X		TH	1:00 pm	2:00 pm	ETC	2.132	38	X							0																							10/27/2014	NRNW0291	#	
20149	102497	13710	ASE	 333T		ENGINEERING COMMUNICATION			DEMONT, B	bld253	18	17	17	18	72	70	67	69	LECTURE	FACEFACE		ETHLDSHP; WRITCRSE	3	13700 ASE  333T (MS); 13705 ASE  333T (MS); 13710 ASE  333T; 13715 ASE  333T (MS);		13715	2	MWF	10:00 am	11:00 am	NOA	1.126	95	X		T	1:00 pm	2:00 pm	ETC	2.132	38	X							0																							10/27/2014	NRNW0291	#	
