"Registrar - COMP INTEL IN GAME DSGN II-FRI","Mon,  03 Nov 2014 14:00 CST","","Room: GDC 2.410"
"Registrar - ESL Fall 2014 ","Mon,  03 Nov 2014 14:00 CST","","Room: GDC 2.502"
"Registrar - COMPUTER PROGRAMMING: PYTHON","Mon,  03 Nov 2014 14:00 CST","","Room: GDC 2.506"
"Registrar - THEORY OF COMPUTATION","Mon,  03 Nov 2014 14:00 CST","","Room: GDC 4.302"
"Registrar - TOPICS IN CALCULUS","Mon,  03 Nov 2014 14:00 CST","","Room: GDC 2.210"
"Registrar - INTRODUCTORY BIOLOGY II","Mon,  03 Nov 2014 14:00 CST","","Room: GDC 1.406"
"Registrar - ALGORITHMS: TECHNIQUES & THRY","Mon,  03 Nov 2014 14:00 CST","","Room: GDC 4.304"
"Registrar - ELEMENTS OF WEB PROGRAMMING","Mon,  03 Nov 2014 14:00 CST","","Room: GDC 5.302"
"Registrar - INTRO TO GAME DEVELOPMENT","Mon,  03 Nov 2014 14:00 CST","","Room: GDC 1.304"
"Registrar - ECOLOGY","Mon,  03 Nov 2014 14:00 CST","","Room: GDC 6.202"
"BEACON Class (CS for Biologists)","Mon,  03 Nov 2014 14:15 CST","","Room: GDC 7.808"
"CS 303E Discussion / Review","Mon,  03 Nov 2014 15:00 CST","","Room: GDC 6.302"
"Dr. Cannata Office Hours","Mon,  03 Nov 2014 15:00 CST","","Room: GDC 5.416"
"Registrar - SUPPL INSTRUCTION FOR M 427K","Mon,  03 Nov 2014 15:00 CST","","Room: GDC 2.402"
"Registrar - INTRODUCTION TO PROGRAMMING","Mon,  03 Nov 2014 15:00 CST","","Room: GDC 2.216"
"Registrar - ECOLOGY, EVOLUTION, & SOCIETY","Mon,  03 Nov 2014 15:00 CST","","Room: GDC 1.406"
"Registrar - ECOLOGY","Mon,  03 Nov 2014 15:00 CST","","Room: GDC 5.304"
"Registrar -  AUTON INTELLGNT ROBTCS II-FRI","Mon,  03 Nov 2014 15:30 CST","","Room: GDC 2.410"
"Registrar - COMPUTER NETWORKS","Mon,  03 Nov 2014 15:30 CST","","Room: GDC 5.302"
"Registrar - AUTOMATED SOFTWARE DESIGN","Mon,  03 Nov 2014 15:30 CST","","Room: GDC 6.202"
"Registrar - COMPUTER PROGRAMMING: PHP/SQL","Mon,  03 Nov 2014 16:00 CST","","Room: GDC 2.506"
"Registrar - CELLULAR & MOLECULAR NUTRITION","Mon,  03 Nov 2014 16:00 CST","","Room: GDC 4.302"
"Registrar - COMPUTER FLUENCY","Mon,  03 Nov 2014 16:00 CST","","Room: GDC 2.216"
"Registrar - INTRODUCTION TO PROGRAMMING","Mon,  03 Nov 2014 16:00 CST","","Room: GDC 2.210"
"Registrar - 16-POLITICAL PSYCHOLOGY","Mon,  03 Nov 2014 16:00 CST","","Room: GDC 1.406"
"Registrar - CH301 TA Meetings ","Mon,  03 Nov 2014 16:00 CST","","Room: GDC 5.304"
"Registrar - DATA MANAGEMENT","Mon,  03 Nov 2014 16:00 CST","","Room: GDC 1.304"
"Discussing virtual machines","Mon,  03 Nov 2014 16:00 CST","","Room: GDC 7.820"
"Registrar - Learn To Be ","Mon,  03 Nov 2014 16:30 CST","","Room: GDC 2.502"
"CS312 Scott - Community Meeting","Mon,  03 Nov 2014 17:00 CST","","Room: GDC 6.516"
"State Farm Tech Talk","Mon,  03 Nov 2014 17:00 CST","","Room: GDC 4.304"
"Registrar - UGTA Meetings SDS 302 ","Mon,  03 Nov 2014 17:00 CST","","Room: GDC 2.402"
"Registrar - CELLULAR & MOLECULAR NUTRITION","Mon,  03 Nov 2014 17:00 CST","","Room: GDC 4.302"
"Registrar - CH 302 Office Hours ","Mon,  03 Nov 2014 17:00 CST","","Room: GDC 2.210"
"Registrar - SI Discussion Section ","Mon,  03 Nov 2014 17:00 CST","","Room: GDC 6.202"
"cs347 Extension","Mon,  03 Nov 2014 17:30 CST","","Room: GDC 1.304"
"Registrar - Lower-Division Study Sessions ","Mon,  03 Nov 2014 17:30 CST","","Room: GDC 1.406"
"UTCS Study Hall (ACM)","Mon,  03 Nov 2014 18:00 CST","","Room: GDC 2.410"
"UTCS Study Hall (ACM)","Mon,  03 Nov 2014 18:00 CST","","Room: GDC 2.402"
"CS 341 Automata Theory Problem Session","Mon,  03 Nov 2014 18:00 CST","","Room: GDC 6.302"
"ISSS General Meeting","Mon,  03 Nov 2014 18:00 CST","","Room: GDC 5.302"
"M 340L-CS Tutoring Session","Mon,  03 Nov 2014 18:00 CST","","Room: GDC 6.202"
"Registrar - Information and Systems Security Workshops ","Mon,  03 Nov 2014 18:00 CST","","Room: GDC 5.304"
"Registrar - CS Development Workshops ","Mon,  03 Nov 2014 19:00 CST","","Room: GDC 2.210"
